prompt,chosen,rejected
Once there was a man,"Once there was a man who was very brave. He could do special things and he was always very excited. One day, while he was walking, something happened. He heard a voice. It was his beloved pet, Baby.

""Who are you calling?"",","Once there was a man who wanted to go on a long journey. He had a map and a compass and he wanted to find his way. He looked everywhere but he couldn't find his way. He was feeling very sad.

Then he remembered a little bird who"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside and explore. One day, she saw a big tree with many leaves. She wanted to climb the tree, but she didn't know how. She asked her mommy if she could try","Once upon a time, there was a little girl named Chloe. Chloe loved to play outside in the hot sun. One day, Chloe's mommy bought her a blanket to wear under her warm coat. 

She put the blanket over Chloe's head and put her blanket"
Once upon a time there,"Once upon a time there was a little girl called Lucy. She was three years old. She loved to play with her toys and explore the world around her.

One day, Lucy was playing in her room when she heard a loud noise. She looked out the window","Once upon a time there was a boy. He wanted an ice tea after school, so he reached for the cup.

""Yea I grabbed it, but the cup broke! I don't want an ice tea anymore,"" he said to himself.

He"
"One day, Tommy's mum asked","One day, Tommy's mum asked him to help her pack her favourite car for the big road trip. This wasn't just a one-off, Tommy asked to please help.

He helped carefully move the door to the car and pulled the keys on the key chain. As","One day, Tommy's mum asked him to help her clean. She asked him to take a bucket and a broom and sweep the floor. Tommy was very excited and he wanted to help.

He took the broom and started to sweep the floor. He pushed the broom with his"
Once upon a time there,"Once upon a time there was a brave knight who fought bravely, just like a true knight. Every day he used his long chain from high above to help his friends in fighting a dragon of the night. 

One day as he was walking down an icy path","Once upon a time there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she saw a big, scary cat on the street. She ran over to it and tried to pet it, but it wouldn't move."
"One day, a little girl","One day, a little girl named Lily went for a walk in the park. She saw a big tree with many red berries. She wanted to pick some berries, so she walked closer to the tree.

Suddenly, a big dog came running towards Lily. The dog bark","One day, a little girl named Lucy went for a walk in her neighborhood. She saw a big tree with many little leaves and wondered what would happen inside. Suddenly, she heard her brother call out to her. 

Lucy stopped and asked her brother, ""Why"
"One day, a little boy","One day, a little boy named Tim went to the park with his mom. They saw a big truck near the swings. Tim wanted to try and get inside the truck, so he ran to get a sticker, but it was broken. He tried to hold onto it, but","One day, a little boy named Tim went to the park with his mom. They saw a big, scary clown. The clown was wearing a big, scary mask. Tim's mom said, ""Don't worry, Tim. The clown is harmless.""

Tim saw a"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sunshine and take pictures of the flowers and birds. One day, Lily went to the park with her mommy. She saw a big slide and wanted to go on it. ","Once upon a time, there was a little boy named Timmy. Timmy loved to run and play outside. One day, Timmy ran too far and couldn't find his way back home.

Suddenly, his best friend, Billy, walked up to him. """
Jimmy was playing with his,"Jimmy was playing with his toys when he noticed his mom was looking at him with a worried expression. He quickly ran to her and hugged her tightly.

""Mom, what's wrong?"" asked Jimmy.

""Oh Jimmy, it's just a little bit of","Jimmy was playing with his toy cars through a window. Suddenly, Jimmy heard a noise outside. It was a loud, shrill voice. It sounded scary, like someone was having a bad day.

Jimmy held his infant daughter close and asked, ""Are you ok"
Once upon a time there,"Once upon a time there was a girl called Jenny. She was only three years old and loved playing with her friends in the park.

One day Jenny asked her friends, â€œDo you know when I should go inside and play?â€ All","Once upon a time there was a little boy named Timmy. Timmy loved to play outside and run around in the sunshine. One day, he decided to go for a walk in the park. As he walked, he saw a big, round hill. He wanted to"
John was playing in the,"John was playing in the park one day when he noticed a big, shiny coin lying on the ground. He picked it up and carefully put it in his pocket. He was so excited to show it to his friend, Ben.

""Look Ben, this is so",John was playing in the kitchen. His grandma was baking. She had made bread and cake for the guests. John knew what was on his grandmother's plate. He saw a spoon and something crunchy in the corner of the plate. John smiled and picked up it. He
A little boy named John,"A little boy named John was walking in the park when he saw something strange. He looked around and saw a big, black dog. The dog was walking very fast and it was making a lot of noise. John was scared of the dog, so he stopped and asked the","A little boy named John loved to play in his yard with his ball. He was very independent and loved playing with his ball. He had a big ball that he could throw and bounce. One day, when he was playing with his ball, it hurt a little bit."
Once there was a nosy,"Once there was a nosy dog wandering through the jungle. He kept finding something new and exciting to examine.

Suddenly, he heard this strange voice coming from behind a bush. He stopped and looked over to see two creatures, a tiger and a fox.

The","Once there was a nosy little boy. He wanted to find out what was going on around him. So he went to the park. 

As he walked around, he noticed that there were lots of kids playing. He wanted to join in, so he decided to"
Once upon a time a,"Once upon a time a mommy and daddy were on their way to the store. As they went on the road, they saw a boy named Joe. He was going to steal a toy bike. Joe wasn't too impressed but he went faster than normal all because he was","Once upon a time a little girl named Lily went to the park with her mommy. They saw a big tree with many leaves. Lily wanted to pick some of the leaves for her flower.

""Mommy, can I pick some leaves for my flower?"" Lily"
Once upon a time there,"Once upon a time there were two friends, Mia and her sister. Every day they would go to the bathroom together and look at the disgusting and filthy things on the wall.

One day, Mia and her brother were both really nervous, but Mia was patient. She","Once upon a time there was a little boy called Timmy. Timmy loved to play in the garden. He had a big box of toys and he loved to play with them. One day, Timmy saw a big, yellow ball in the garden. He picked it"
"Once upon a time, there","Once upon a time, there was a family of animals. They had all one big dog, a cat, and a ham. They loved to play together, but one day it started to rain outside. The family was so happy that it did not want to go on the roof","Once upon a time, there was a little girl named Lily. She loved to play with her toys and eat yummy food. One day, she saw a big, red balloon on the ground. She picked it up and showed it to her mommy.

""Look"
It was time to celebrate!,"It was time to celebrate! Our little girl wanted to celebrate, so she tried out a new trick. She wore a pink veil on her head. She pretended to be a princess and danced around with her wand in hand. When she wore the veil, the house twinkled","It was time to celebrate! We had a big party and everyone was excited. Everyone had lots of fun.

At the party, everyone was having a lot of fun. They were having lots of fun with their toys and games. They were having so much fun that they"
Once there was a wise,"Once there was a wise owl. He saw an ugly fish floating in the sky. The owl wanted to pick it, but there were no birds nearby.

The owl thought for a while. Then, he reached out and grabbed the fish. It was so beautiful!""","Once there was a wise old man. He lived in a big house with lots of animals. One day, he noticed a little mouse living in a corner. He asked the mouse, ""Why are you so quiet?"" The mouse replied, ""I am so quiet because I"
"Once upon a time, there","Once upon a time, there was an old cat named Timmy. Timmy loved to play with toys and run around in the kitchen. One day, Timmy's friend Billy came over to play. Billy went to get the dishes from a stack, but Timmy saw that","Once upon a time, there was a little girl named Lily. She loved to play with her toys and sing songs. One day, Lily's mommy came into her room and said, ""Lily, it's time to go to bed. Let's go to bed together"
"Once, there was a very","Once, there was a very happy girl. Every day she wanted to run fast in the park. It was her adventure.

One day she ran so fast that she tripped while crossing a big lake. She fell into the murky water and was stuck. The lake was","Once, there was a very special boy. He was very brave and loved to explore. One day, he went to the park with his mom. He saw a big tree with a big branch. He wanted to climb the branch, but his mom said no. She said it"
"Once upon a time, there","Once upon a time, there was a little boy named Timmy. Timmy loved playing outside and wanted to make something special for his birthday. He found a jar and filled it with water. Timmy put all his toys inside and closed it with a big star.

","Once upon a time, there was a little girl named Lily. She loved to play outside with her friends. One day, they went to the park to play. Lily's friend, Timmy, was very shy. He didn't want to talk to Lily.

L"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she saw a big tree with a beautiful flower. She wanted to touch it, but it was too high for her to reach. 
","Once upon a time, there was a young girl called Sarah. She was only ten, and loved the big wide lake where she felt safe and secure.

One day, Sarah decided to go on an adventure. She packed her warmest clothes and put on the big warm"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun and sing songs. One day, she saw a big tree with a big, colorful crown. She wanted to climb the tree and see what was on top.

L","Once upon a time, there was a cute girl. She was never lonely and always wanted to play.

One day, she decided to go for a walk. When she came home, she said goodbye to her friends and hugged them tightly.

â€œ"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She lived in a small house with her mom, dad, and brother. One day, Lily went outside and saw a pretty butterfly. She wanted to catch it with her hand, but it flew too high in the","Once upon a time, there was a little girl named Lily. She loved to dance and sing. One day, she saw a big tree with a special surprise inside. It was a big, red balloon! Lily was so excited and ran to the tree to get it.
"
Once upon a time there,"Once upon a time there was a little boy named Tom who loved horses very much. One day he decided to ride a mighty horse. They went for a ride through the park and it felt so big and comfortable. 
Tom was so excited! He put on his saddle","Once upon a time there was a little girl named Sue. She was three years old and loved to explore the world around her. One day, Sue was playing with her toys when she heard a loud noise. She looked around and saw a big, scary monster.

"
"One day, 2 friends were","One day, 2 friends were at the beach. They were playing tag and had a lot of fun. Suddenly, one of the friends put his shoe on the sand. He wanted his heel to be free so he could slip and slide around the beach. 

The other","One day, 2 friends were playing together. They were having a lot of fun and laughing. Suddenly, one of the friends said, â€œLetâ€™s play a game!â€

The other friend said, â€œOK"
"Once upon a time, there","Once upon a time, there was a girl who went through hell. She was going to hell for very bad things that happened to her. But before she could go there, something incredible happened when she went to visit her family. Her parents said they were going to give her a","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun. One day, she saw a man in the park playing a trumpet. She asked him what he was doing and he told her he was playing a trumpet.

L"
Jimmy was walking through the,"Jimmy was walking through the park when he saw a small dog peeking out of the bushes. He stopped to pet the dog and watched it snuggle up before he came closer. The dog looked so happy and warm. He licked Jimmy and said, ""My mummy is","Jimmy was walking through the park when he saw a big hill. He wanted to climb it but he was scared. He looked around and saw a man who had a ladder. Jimmy wanted to help, so he climbed the ladder. He was so excited to see the view from"
"Once upon a time, there","Once upon a time, there was a cat named Bella. Bella loved to play and jump around all day long. One day, Bella was alone and she wanted to go on an adventure. But then her mommy said, ""Wait, Bella, we have to go to the","Once upon a time, there was a little girl named Lily. She loved to play outside in the garden. One day, she saw a beautiful flower growing in the garden. Lily wanted to take a closer look, so she asked her mom if she could.

""Sure"
Once upon a time there,"Once upon a time there was a little girl named Lily. She loved to play with her toys and explore the world around her. One day, Lily's mom told her they were going to go to the park.

Lily was very excited and said, ""Mom","Once upon a time there was a bird who had big wings. One sunny day, he saw a big tree with lots of big trees all around. The tree was huge and could take up a lot of the trees!

The bird wanted to fly on the huge tree"
"Once upon a time, there","Once upon a time, there was a boy named Timmy who loved trains. He played outside in his backyard, laughing and having a great time. As he grew older, he wanted to help his friends build a beautiful train in the yard. 

One day, he","Once upon a time, there was a little girl named Lily. She loved to play outside in the sunshine. One day, she saw a big red balloon floating in the sky. She wanted to touch it, but it was too high for her.

Lily's mom"
"Once upon a time, there","Once upon a time, there was a boy called Timmy. Timmy loved to play outside, but sometimes he got so wet that he didn't like to dry up. One day, Timmy saw a new stream in the pond where he usually played. He decided to go","Once upon a time, there was a little boy named Timmy. Timmy loved to play outside in the sun. One day, he saw a big tree with lots of leaves. Timmy wanted to climb the tree and see what was on the other side. He ran to"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved going to the museum and exploring all the amazing things that were there. One day, Lily found a big red coin in the museum. She couldn't believe she found it, but she decided to take the","Once upon a time, there was a little girl named Lily. She loved to play outside and run around. One day, she found a big, red ball and decided to take it home.

Lily's mommy took her to the park and showed her how to"
"At first, it was sunny","At first, it was sunny and fun. Anna and her mom looked out of her window looking at the blue sky. Anna admired the view and decided to go to the playground. She went to the park and started skipping around. When the sun went down, Anna wanted to come","At first, it was sunny and the sky was blue. But then, a big storm came and it made the sky dark. The storm made the sky dark too.

The sky was very dark and the wind was strong. The storm made the sky dark and the sky"
Once upon a time there,"Once upon a time there was a little girl named Sarah. She loved to play outside in the sunshine. One day, Sarah was playing in the park when she saw a bird in the trees. The bird was so big and fluffy that Sarah couldn't even guess what it was","Once upon a time there lived a good boy called Timmy. He loved going to the playground with his mommy. 
One day he saw a big rock slide up to the top of the hill. 
 ""Look!"" said Timmy jumping with excitement. �"
Once upon a time there,"Once upon a time there was a little girl called Sarah. She was three years old and loved to explore and play.

One day Sarah was playing in the garden when she spotted a big, shiny rock. She picked it up and started to wonder what it was.","Once upon a time there was a small boy. He loved to play in the park with friends. One day the boy was bored and wanted to explore. He looked at the playground near him and saw that it had a pond. 

The boy wanted to go and"
Once there was a deaf,"Once there was a deaf girl and she was so happy! She went to play with her dolls in the park and it was so colourful. The doll's hair was pink and her face was so bright. One day, when they came out of the park the girl saw someone","Once there was a deaf boy named Timmy. Timmy had a big red nose and a blue shirt. He loved to play outside with his friends. One day, Timmy's friend Billy came over to play. Billy said, ""Hi Timmy! Can I play"
Once upon a time there,"Once upon a time there was a wealthy man called Jack, who lived in a castle with his mommy and daddy. Every morning he went out in the morning, to watch the birds dance and the sun beat down. 

One day Jack's mommy noticed something","Once upon a time there were two best friends. They loved to play together and have fun. One day, they decided to take a walk in the park. As they walked, they saw a big tree with a big hole in it. 

The friends decided to"
"One day, a small girl","One day, a small girl named Lily went to the park with her mom. She loved going to the park because it was clean and happy. She saw many animals in the park and they did great things with her. She saw birds, ducks, and squirrels playing together.","One day, a small girl named Lily went to the park with her mom. She saw a big slide and wanted to try it. She ran to the slide and jumped on it. She was so happy and giggled.

Suddenly, she felt a cold wind in her"
"The two friends, Lucy and","The two friends, Lucy and Nick, decided to get out of their own house to explore the neighborhood. They went all around the block, passing on the same path, taking in all the different kinds of things, like trees and flowers and houses. 

When they reached","The two friends, Lucy and Sam, were very excited. They were going to the park together. 

When they arrived, Lucy saw a big tree with a big red flower. She wanted to climb it, so she reached out her hand.

Sam didn't"
Once there was a tall,"Once there was a tall, thin pig. It wanted to be happy for a different reason - it was looking for the perfect rock or pond to play on. One day the pig saw a new path in its backyard - a smooth rock with lots of green puddles.","Once there was a tall boy who was always very busy. He was always looking for something new and exciting to do. One day, he decided to go and explore the world.

He took a big step forward and found a big, beautiful park. He was so"
Molly was very excited because,Molly was very excited because she received a shiny new scarf. She was a girl who liked to wear pretty things. Molly wore this scarf with her new dress and shoes. It was her dress and shoes and it showed off her pretty clothes. Molly had her favourite scarf and she,"Molly was very excited because she was going to the museum. She had been told she could go there by her parents. Molly was so excited that she ran to her parents and said, ""I'm going to the museum!""

Molly's parents were so excited they"
Once there was an enormous,"Once there was an enormous tree. The tree's strong trunk couldn't stand alone. Every day, trees like this one needed to provide for each other. Every day, they worked hard to build strong bases as they joined together. 

The tree had so much success","Once there was an enormous tree. It was so big and tall that you could see the sky above. Everywhere you looked, there were tall trees. 

One day, a little girl was walking through the forest. She saw a big, tall tree. It looked"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside and explore the world. One day, she went to the park to play with her friends. They all had fun playing on the swings and slide.

Suddenly, Lily heard a loud","Once upon a time, there was a boy named Timmy. Timmy loved to play with his toy trucks and cars. One day, Timmy decided to build a tower to keep them safe. 

Timmy's mom helped him build the tower. She showed Tim"
"Once upon a time, there","Once upon a time, there was a little girl named Amy. Amy had a bright yellow dress that she loved to wear. Everyday she would go to the grocery store and buy sweet snacks.

One day, as Amy was buying some candy, she found something inside her toy","Once upon a time, there was a little girl named Lily. She loved to play outside with her friends. One day, Lily's mommy told her that she was going to go on a trip with her dad. Lily was excited and wanted to go on the trip with her"
Once there was a dependable,"Once there was a dependable lion. He was always ready to provide. One day, the lion had an incredible idea. He wanted to design a game! He opened up his pocket to find a toy of his own! 

So, he went to find his friend","Once there was a dependable dog named Spot. Spot was a very dependable dog. He loved to jog in the park with his owner.

One day, Spot saw a little girl walking in the park. She was very happy and smiled. Spot wanted to jog too"
Once there was a bug,"Once there was a bug. The bug lived in a big, tall plant, and one day it saw a tiny baby bird, which he thought looked like fun.

The bug had an idea. He decided to invite the little bird over for a tea party. So","Once there was a bug. He was very small and he loved to crawl around. He liked to crawl all around the garden. One day, he saw a big tree in the garden. He wanted to climb the tree, but he was scared. He crawled very slowly and"
Once upon a time there,"Once upon a time there was a little boy called Johnny. He lived in a small house with his family. One day his daddy decided to give him a nice surprise. He had taken him and their dog, Lucy, outside to play.Johnny couldn't wait to see Lucy","Once upon a time there was a little girl named Lily. She loved to play outside in the park. One day she saw a big tree and decided to climb it. She was so excited!

Lily climbed the tree, feeling so happy that she could see the"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved candy and ate a lot of it. One day, she was hungry and asked her mom if she could have some of her favorite candy instead. But her mom said they had to wait for her lunch.","Once upon a time, there was a little boy named Timmy. Timmy loved to play outside in the snow. One day, he saw a big snowman and wanted to play with him. But the snowman was too big for Timmy, so he had to go"
Once upon a time there,"Once upon a time there was a gentle and loyal goose named Bobo. He was a little scared of everything until he saw a big rock.

Bobo said: ""Oh no! Please don't fall to my death! I would rather play with my friends than","Once upon a time there was a little girl named Lily. She loved to play outside in the sunshine. One day, she saw a big, shiny rock. It was so pretty and sparkly. 

Lily asked her mom, ""Mommy, can I"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved her cat, Max. Max loved to play in the yard with Lily's friends. One day, Max and Lily were playing when Lily accidentally dropped a big rock on a rock. The rock fell down and","Once upon a time, there was a little girl named Lily. She loved to play outside and play with her friends. One day, Lily's friend, Timmy, came home from school with a big box. Lily was very happy and asked him to open it.

"
"One day, Joe and his","One day, Joe and his mom were out playing in the park. Joe saw a big, black bear. He wanted to catch it. Joe went to the bear and asked if he wanted to be his friend. The bear said yes! Joe was so happy and said thank you","One day, Joe and his mum went on a trip. Their holiday was going to be special! Joe and his mum packed all their food and brought all the luggage.

After the holiday, Joe and his mum were packing their bags again. They packed up all kinds of"
Jane had a zebra. She,"Jane had a zebra. She went to the park with her parents, and her dad brought out 3 zebras in the stable.

The zebra was excited! Jane said, ""Hello!"" She followed as the zebras walked around her, happily squawking","Jane had a zebra. She loved zebra. She had a big zebra bed in her room. She had a zebra cat. She had a zebra dog. She had a zebra cat. She was very happy.

One day, Jane was playing with"
Grandma loves her grandbaby very,"Grandma loves her grandbaby very much. One day, Grandma told Grandbaby that he is going to go to work. Grandma had a present for Grandbaby.
Grandma went to the store and picked out the beautiful grandbaby toy. Grandma thanked Grandbaby for",Grandma loves her grandbaby very much. Grandma always tells grandbaby to be careful and never touch anything that is not hers. Grandma also tells grandbaby to always be careful when playing with her toys. Grandma always tells grandbaby to be careful when playing with her grand
Henry was a cheerful little,"Henry was a cheerful little boy. Every day he would go to the park to watch the ducks and the ants. He loved watching them swim in the pond and eat the leaves that were in the grass.

Henry had an adventurous spirit and he saw the ants from a","Henry was a cheerful little boy. He loved to play with his toys and run around in the park. One day, Henry saw a big hole in the ground. He wanted to find out what was inside.

Henry asked his mom, â€œMom"
Once upon a time there,"Once upon a time there was a little girl called Lucy. She was three years old and loved to play. 

One day, Lucy went to the park to play. She saw a big slide and decided to try it. 

She climbed up the ladder","Once upon a time there was a big building. It looked big and red. The building was very quiet and peaceful.

Suddenly, a voice came from outside. ""Hello, I don't have time to talk right now."" it said. 

The voice"
"Once upon a time, there","Once upon a time, there was a little girl named Lily who loved to play outside. One day, she heard a terrible joke coming from a nearby tree. She was so scared and knew she had to protect herself by jumping up and down. 

Lily went up","Once upon a time, there was a little girl named Lily. She had a big box of toys that she loved to play with. One day, Lily went to the park to play with her friends. But when she got there, she saw a big tree with a big hole"
"Once upon a time, there","Once upon a time, there was a little girl named Lily who loved to eat apples. One day, she went to the ice cream shop and saw two new flavors she wanted to try. She asked her mom if she could buy them, but her mom insisted that they needed to","Once upon a time, there was a little girl named Lily. She loved to play with her toys and explore the world around her. One day, she found a beautiful, sparkly box in her mom's room. She was so excited to open it.

Inside the"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to make bubbles by mixing together colored water. One day, she was going to wash her toys, but her mommy warned her against it. ""Don't mix your toys with your soap,"" her mom","Once upon a time, there was a little girl named Lily. She loved to play in her garden and pick flowers. One day, she saw a big, red flower. She picked it and put it in her basket.

But then, she saw some bugs crawling on"
Jimmy was an really busy,"Jimmy was an really busy 3 year old. He often ran around with his big brother Max, and sometimes they played outside. Now Jimmy was very excited about playing outside. Everyone was looking at him and playing with him. He quickly started to run towards the playground and ran in","Jimmy was an really busy boy. He had to go to school every day. One day, Jimmy was so excited to go to school. He asked his mom if he could go. His mom said yes and Jimmy was so excited!

Jimmy and his mom went to"
The little boy noticed a,"The little boy noticed a big, red ball. He was very excited and wanted to play with it. He picked it up and held it tight.

""Look, Mommy! I have a new ball!"" he said.

""Yes, you do.","The little boy noticed a little fish in the pond. He wanted to try it out for himself, so he poked the big rock with a stick. The fish swam out and tried to catch the stick.

But the stick broke and the fish disappeared. Then,"
Once there was a rare,"Once there was a rare bird called a parrot. He was very intelligent and loved to learn new things. One day he decided to go on an adventure and explore the world around him. He flew high in the sky and saw many things he had never seen before.
","Once there was a rare little car named Timmy. Timmy had a special set of numbers on his teddy bear. Timmy wanted to find out what the numbers were, so he went up to the phone and called his daddy. 

When daddy came back"
"Once upon a time, there","Once upon a time, there was a brave little rabbit. As the rain began to fall, he decided that he would go exploring by himself. He wanted to take a walk in the woods but something caught his eye. He looked over at the rabbit and he saw that he seemed","Once upon a time, there was a little girl named Lily. She loved to play with her toys and read books. One day, she went to the park with her mommy and daddy. She saw a big slide and wanted to try it.

Lily ran up"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to write. One day, she wrote her name on a box. Her mom came in and saw her on the floor. ""Oh, that looks really nice,"" she said. Lily felt happy and decided","Once upon a time, there was a little girl named Lily. She loved to play outside and run around. One day, she saw a big tree with a big, red apple on top. She was very excited and wanted to eat the apple.

Lily ran to"
"Once upon a time, there","Once upon a time, there was a strong and intelligent bear. His mom and dad gave him a big blue bow to wear in the cold and icy summer. It made him feel pretty, but he realized it might be getting cold.

One day, the bear went down","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun. One day, she saw a big, yellow cloud. She wanted to see what it was, so she ran to it and touched it. Suddenly, the cloud started to"
Once upon a time there,"Once upon a time there was a wise old man called George. He owned a very large yard where he kept his friends. one day, a big boy named Tom came into the yard and went for a walk. As they were walking, George noticed they seemed to get a","Once upon a time there was a little girl called Amy. She was only three years old and loved to explore. One day, she decided to go to the park. 

Amy walked around the park, looking for something fun to do. She saw a big slide"
Once there was a little,"Once there was a little girl named Lucy. She loved to play outside and explore the world around her. One day, she found a huge rock in the park. She was so excited to try it out and decided to climb it. 

Lucy was so strong","Once there was a little girl named Jill. Jill had a toy box in her bedroom, but her dad made it dry to keep it all dry. One day the box started to feel a little funny, especially because it didn't want to keep itself dry.

J"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sunshine. One day, she saw a big tree with a lot of leaves. She wanted to climb it, but she didn't know how.

Lily's mommy","Once upon a time, there was a cat. He was very big and fluffy and he was very playful.
He ran around and played with animals all day. He wanted to become a farmer someday. Suddenly, he saw a bird in the park. It had beautiful feathers and"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to wear her favorite dress to school every day. One day, she went to the park with her mommy and daddy. They went to the swings and the slide, but Lily didn't like the sound","Once upon a time, there was a little boy named Timmy. Timmy loved to jump. He liked to jump high in the air and land on other people's feet. One day, Timmy went on a wild adventure and found himself riding a horse in the wild."
"One day, Daisy went to","One day, Daisy went to the zoo with her mom. She loved watching the animals and learning new things. Her mom was a teacher, and she taught Daisy how to play catch.
  Daisy was very excited to go to the zoo. She wanted to find the most unusual","One day, Daisy went to the park with her mom. Daisy saw a big tree with lots of flowers. She wanted to climb the tree and see the flowers. Her mom said, ""No, Daisy, we have to wait for the sun to go down. We can't"
"Once upon a time, there","Once upon a time, there was a little boy named Timmy. Timmy loved to play near his porch with his family. One day, a loud noise woke up all the animals inside the cozy house. Timmy's mom said, ""Why did they make that noise?","Once upon a time, there was a little girl named Lily. She had a big, red ball that she loved to play with. One day, her mommy took her to the store to buy some candy. Lily was very happy because she had candy and she could play with"
"One day, Jack and Jane","One day, Jack and Jane went to buy bread. Jack wanted blue bread, but Jane didn't know which one to buy.

""Let me do it!"" Jane said. Jack was excited because there was even cheaper bread waiting inside.

So, they ran around","One day, Jack and Jane were walking in the park. They saw a big tree with many leaves. Jack said, ""Let's climb the tree and see what's under the leaves."" Jane said, ""Okay, but be careful.""

Jack and Jane climbed the tree"
Once upon a time there,Once upon a time there was a tall man. He was very tall. He lived in the countryside. One day he woke up and made a long journey to get to his garden. The landscape that grew in his garden was beautiful. He looked all around his garden and could,"Once upon a time there was a little girl. She was three years old and she loved to explore. One day she decided to go for a walk in the park. As she was walking, she saw a big tree and she thought it looked very attractive. She decided to"
Lucy was very competitive. She,"Lucy was very competitive. She liked to perform really well. One day, she wanted to get really good and help her parents with chores. She asked her mom and dad if they could give her a spot to work as a helper.

But they said no. Lucy did","Lucy was very competitive. She wanted to win the game. She had a big smile on her face. She had an idea. She wanted to win the game by herself. She ran around the room, making lots of noise.

Lucy started to laugh. She was"
Once upon a time there,"Once upon a time there was a little girl named Lily. She loved to play with her toys and sing songs. One day, Lily's mom asked her to help clean the kitchen. Lily was very excited and helped her mom.

When they finished, Lily's mom","Once upon a time there was a big yellow bird named Bob. He was very hungry and was searching for something exciting. He hopped up on a tree branch and said out loud, â€œLetâ€™s make some pies!â€ 

"
"Once, there was a little","Once, there was a little boy called Tom. Tom was only three years old, and he loved to explore all the new and exciting places around him. One day, Tom noticed he wasn't getting any dinner. Tom asked his mom why, and his mom replied, ""Oh","Once, there was a little girl named Lily. She loved to play outside in the sun. One day, she saw a big, red truck in the park. It was very shiny and sparkly.

Lily's mommy said, ""Lily, it's"
Once upon a time there,"Once upon a time there was a man who wore a nice suit. The man had a charming smile that had made him stand out amongst other people.

One day, he was walking in the park when he spotted a lady who he thought was really attractive. He ran","Once upon a time there was a little girl. She was three years old and loved playing with her toys.

One day, she was playing outside in the garden when she found a big, red balloon. She was so excited! She wanted to put the balloon in"
Simon was a small boy.,"Simon was a small boy. He loved to play with his toy cars. He had many cars of different colors and sizes. He had a pink car and a blue car. He was very creative.

One day, he saw a new car in the garden. It was","Simon was a small boy. He was three years old. He loved to explore new places. One day, he was walking in the park with his mom. He saw a big tree with a big branch. He wanted to climb it.

""Mom, can I climb"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She had a big box of candy on her shelf. One day, she saw a big, red balloon in her toy box. She wanted to try it, but it was too big. She asked her mom,","Once upon a time, there was a big blue butterfly. The butterfly was so cute and fluttering around in its garden. Some little birds saw the big blue bird and got very happy. 

The little birds played together by the big blue bird and twirled around it"
Once upon a time there,Once upon a time there was a little boy named Jack. He was only three years old and so he always had extra blankets to play with. One of those blankets was a big black blanket. Jack wanted to play with it but he didn't know how. So he went,"Once upon a time there was a little girl named Lily. She had a pink dress with a bow on it. One day, Lily went to the park with her mommy. She saw a big tree with many flowers. Lily wanted to climb the tree, but her mom"
Once upon a time there,Once upon a time there was a bunny named Timmy. Timmy loved to climb trees to eat acorns but one day he couldn't find the acorns. He wandered out of the forest and saw a tree where he could find the acorns. He picked up the,"Once upon a time there was a little girl named Sue. She was three years old and loved to explore the world around her. One day, Sue went to the park with her mommy and daddy. 

At the park, Sue saw a big slide. She"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play in the park with her friends. One day, they saw a big truck with a sign that said ""Danger!"" Lily and her friends were scared of the truck, but they didn't know","Once upon a time, there was a gentle dog named Max. Max loved to explore and explore and find new things. One day, Max went to the park with his pup, Spot. But when Max looked, he saw a big, wide slide! Max went up and tried"
Once there was a boy,"Once there was a boy called Jack. He was three years old. He liked to explore the world around him. Every day, he would watch the television and see the world from different angles. He felt so free and curious about it all day long. 

One","Once there was a boy named Tim. Tim had a big, round, pretty toy car. He wanted to play with it every day, but he didn't have enough money to buy it.

One day, Tim went to the store and saw a big, round"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to dance and play with her blocks. One day, Lily made a big mess and had to go to the bathroom. She started to cry because she realized how old she was and how dirty she felt.","Once upon a time, there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she saw a big, scary dog that was barking at her. 

Lily's mommy called her to the living room and"
